"","EDUC","CLASS","WRKSTAT","MARITAL","AGE","CHILDS","SEX","RELTRAD","ATTEND","RELPERSN","RELACTIV","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","INTRNETUSE","INTPRFSSNL","UNPLUG","INTHOME","INTPUB","INTSKILL","INTSURF","INTLITERACY","INTAPPS","INTCOMM","INTSHARE","INTSEARCH","INTGAME","INTSTREAM","INTFNCL","INTMEET","INTLNLY","INTVIEWS","INTRUST","TRPPL","RACECEN1.mod"
"716",14,2,1,1,42,2,1,1,7,4,4,5,6,3,6,1,1,6,2,4,1,2,3,4,2,4,1,1,2,1,2,2,5,2,0,6
"717",17,3,1,5,27,0,1,7,0,4,1,5,6,3,4,1,1,4,2,3,2,2,2,2,2,3,2,4,2,2,4,4,6,2,3,1
"718",13,2,1,1,50,0,1,1,0,3,1,1,3,4,6,2,3,4,4,4,2,2,2,3,4,5,2,4,3,5,4,4,6,2,5,1
"719",12,1,8,2,54,1,2,7,1,2,2,1,1,7,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5,3,1,6,8,7,1
"720",20,3,1,3,52,3,2,1,8,1,6,2,5,5,7,1,1,3,2,3,1,1,2,3,1,3,1,4,2,1,4,4,5,3,7,1
"721",12,1,1,5,22,0,2,7,0,4,1,2,6,2,7,2,2,5,2,3,1,1,1,1,1,1,1,4,2,2,4,4,6,5,5,1
"722",16,3,1,3,48,2,1,2,4,2,5,4,4,3,3,1,1,3,1,3,1,1,1,1,1,3,1,5,2,2,4,4,6,4,6,1
"723",14,3,1,1,39,2,2,1,7,1,3,3,7,4,5,1,1,4,1,2,1,1,1,2,1,1,1,5,2,1,3,4,6,0,2,1
"724",19,2,1,5,34,0,2,4,7,2,4,5,6,4,5,2,2,3,2,4,1,1,1,1,1,5,1,5,2,1,3,3,6,2,4,1
"725",18,2,1,1,56,4,2,3,5,2,5,4,7,6,7,2,1,6,2,4,2,1,1,2,3,4,1,5,3,2,4,5,5,2,3,2
"726",12,2,5,3,56,0,1,4,1,3,2,2,3,3,7,6,4,6,4,4,3,3,4,5,4,4,4,5,4,4,4,4,6,0,1,2
"727",12,3,5,5,71,3,2,3,4,2,5,1,7,4,7,2,5,6,2,3,3,3,3,3,3,5,3,1,1,5,5,4,6,0,0,2
"728",14,3,5,1,67,4,2,4,2,1,3,3,5,5,7,2,5,2,2,4,2,1,1,2,3,3,3,4,4,3,4,5,6,2,5,1
"729",12,2,6,5,18,0,2,3,7,2,5,3,7,3,7,2,1,3,2,3,2,2,1,1,1,3,1,4,3,1,4,5,5,5,4,2
"730",14,3,1,5,49,1,2,7,0,4,3,2,2,2,5,1,1,6,1,1,1,1,1,1,1,1,1,2,1,1,2,4,6,6,5,2
"731",13,1,1,5,23,1,2,6,0,2,2,3,4,3,4,1,2,6,2,2,3,3,3,3,1,1,1,5,1,1,4,4,6,0,0,2
"732",16,2,7,1,71,0,2,4,0,2,1,3,4,4,2,1,3,6,1,5,2,2,2,2,1,1,1,2,3,1,5,5,6,1,4,1
"733",16,3,7,4,32,0,2,7,0,4,1,2,7,7,7,1,1,5,1,3,1,1,1,1,2,4,2,5,3,2,1,3,2,2,0,1
"734",18,1,1,5,46,0,2,2,1,2,2,6,7,5,5,1,1,5,1,4,1,1,1,1,2,2,1,3,4,2,3,3,3,3,5,2
"735",16,2,5,3,72,1,2,3,3,2,1,6,6,6,7,5,5,4,4,5,3,1,1,5,2,3,2,5,4,5,5,5,4,0,4,2
"736",11,1,4,5,66,2,2,3,4,1,4,2,7,7,7,6,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,6,0,0,2
"737",18,3,5,5,50,0,2,7,0,4,1,5,5,6,5,1,1,2,1,3,2,2,1,2,3,3,3,5,3,2,2,4,2,4,0,1
"738",12,2,1,5,19,0,2,7,1,4,2,4,7,2,3,2,3,3,2,3,1,2,1,2,1,4,2,4,1,3,2,1,4,3,3,1
"739",18,3,5,5,76,0,1,4,7,2,4,7,7,6,4,1,1,6,1,1,3,3,1,3,2,4,2,5,1,1,5,1,4,5,3,1
"740",12,2,1,5,33,0,1,4,3,1,3,2,7,2,7,1,1,5,1,1,1,1,1,1,1,3,1,3,1,1,4,2,1,0,5,1
"741",12,1,7,5,30,2,2,1,0,4,1,5,4,3,6,1,2,6,1,2,2,1,2,2,3,1,1,4,1,1,4,2,6,1,0,1
"742",16,2,7,1,29,1,2,4,7,2,3,6,7,7,7,2,1,1,1,2,1,1,2,2,1,1,1,4,4,2,3,2,5,5,5,4
"743",16,3,1,5,25,0,1,7,0,4,1,5,3,4,5,1,1,6,1,3,1,1,1,1,3,5,1,4,1,1,5,5,6,5,5,2
"744",12,2,5,3,81,0,1,4,7,2,1,5,7,6,7,2,5,4,1,5,1,1,2,2,2,2,2,5,3,3,4,3,5,2,0,1
"745",12,1,1,5,45,0,1,2,1,3,1,4,5,6,6,1,2,5,2,3,2,2,1,2,3,3,3,4,3,2,4,3,6,0,3,1
"746",12,2,1,1,36,3,1,1,7,2,4,4,7,5,6,1,2,3,1,2,1,1,1,1,1,3,1,5,2,2,3,4,3,3,3,1
"747",14,3,1,1,62,2,2,1,6,2,2,2,2,2,2,2,1,6,1,2,1,1,1,1,1,2,2,4,2,2,4,4,3,5,6,1
"748",16,3,5,2,83,2,2,5,3,4,4,3,7,3,7,2,5,6,1,4,2,2,2,4,3,4,3,5,4,3,4,4,6,5,7,1
"749",20,3,1,1,43,3,2,3,8,4,7,1,6,4,7,1,1,2,1,3,1,1,1,1,1,1,1,4,1,1,4,4,6,8,7,2
"750",16,4,1,1,47,2,1,7,0,4,1,5,7,5,6,1,1,6,1,1,1,1,2,1,1,1,1,1,1,1,1,3,6,0,6,1
"751",14,2,1,5,48,7,2,3,3,1,6,2,4,3,6,1,2,5,1,2,1,1,1,1,1,1,1,4,1,1,5,3,5,0,2,2
"752",10,1,3,5,54,6,1,7,2,4,1,2,2,3,7,2,5,1,2,2,1,2,4,4,1,5,2,2,2,2,4,1,6,0,0,2
"753",13,2,2,5,45,5,2,3,7,3,6,7,1,1,5,3,2,4,3,2,3,3,3,2,1,4,1,3,4,2,3,2,5,0,4,2
"754",14,3,5,2,67,4,2,3,2,2,3,4,4,4,4,2,4,6,3,4,3,2,2,3,2,3,3,5,4,4,4,4,6,0,2,2
"755",14,2,1,5,46,0,2,1,0,3,1,4,7,6,6,1,2,6,2,3,1,1,1,1,1,1,1,4,1,1,3,3,5,2,1,1
"756",12,3,5,3,59,4,1,7,0,3,1,6,5,7,7,4,5,6,3,3,3,4,3,4,4,3,3,5,4,4,5,4,6,0,0,2
"757",14,3,6,5,21,0,1,7,0,4,1,3,3,3,7,1,2,3,2,3,1,1,2,2,2,4,2,4,2,4,4,4,6,3,10,1
"758",16,3,1,1,64,4,1,7,1,4,1,2,7,7,7,2,4,6,2,4,2,1,1,3,1,3,3,5,3,5,4,5,6,0,5,1
"759",13,2,1,5,41,0,1,7,1,3,1,6,7,7,7,2,2,6,2,3,2,2,2,2,2,3,2,4,3,3,4,4,6,1,7,2
"760",12,2,1,3,58,3,2,7,0,3,1,3,5,3,3,1,1,5,1,3,1,2,1,2,2,2,1,2,2,1,4,5,6,2,6,1
"761",13,2,1,1,63,0,2,7,0,3,1,2,7,2,3,1,1,6,1,3,2,2,2,2,3,5,2,5,2,2,4,4,6,3,5,1
"762",11,1,4,3,42,2,1,1,7,3,3,2,7,4,7,2,5,1,1,5,1,2,1,3,1,5,1,2,2,5,3,4,6,0,0,1
"763",12,2,1,5,45,0,2,7,0,2,3,1,7,3,6,1,2,6,1,3,1,1,3,4,2,2,2,5,3,1,5,4,6,3,7,1
"764",15,2,1,5,43,1,1,7,1,4,1,5,7,3,5,2,3,4,2,3,1,1,2,2,1,3,1,3,1,1,3,3,4,5,5,1
"765",16,3,5,3,65,3,1,4,3,2,4,5,5,6,5,2,6,6,2,4,2,2,1,3,3,3,3,5,4,3,4,4,6,5,6,1
"766",12,3,1,3,41,3,2,7,0,4,1,2,2,3,6,1,1,6,1,1,1,1,2,1,1,2,1,1,1,2,5,4,6,4,3,1
"767",14,2,5,2,68,0,2,2,0,2,1,5,5,3,7,1,3,3,1,4,2,1,1,1,1,2,1,5,1,1,1,1,2,3,0,1
"768",14,2,1,5,21,0,2,2,5,3,5,2,2,3,7,1,1,3,2,2,1,1,1,2,3,1,2,5,2,2,4,3,6,4,0,1
"769",12,3,5,3,68,3,1,1,6,2,1,5,7,5,2,3,4,2,2,4,3,2,2,3,2,2,3,4,5,4,4,4,6,3,2,1
"770",12,3,5,1,77,2,2,1,0,3,1,3,5,4,7,3,5,6,1,5,2,2,2,3,3,4,1,5,4,3,4,5,4,3,7,1
"771",12,2,1,1,48,1,1,7,0,4,1,5,5,7,6,2,2,6,2,2,1,1,2,2,2,2,1,5,3,1,3,3,6,7,5,1
"772",14,3,2,5,33,0,2,1,3,3,4,3,6,6,7,2,2,6,2,4,1,1,1,2,3,4,2,3,2,3,2,3,5,7,7,1
"773",12,3,1,1,44,5,1,1,7,1,8,1,2,2,7,2,2,1,3,4,1,1,1,1,1,4,1,5,1,2,5,5,6,3,8,1
"774",16,3,5,3,68,4,2,1,7,1,8,5,7,7,7,2,5,1,1,4,3,3,1,5,2,5,2,3,1,2,5,5,6,5,8,1
"775",13,2,5,1,67,2,1,4,7,2,7,3,6,3,5,2,5,5,1,6,3,1,3,4,5,5,2,5,3,3,4,4,6,0,4,1
"776",16,3,5,2,73,3,2,1,7,1,7,3,6,4,7,1,2,2,2,5,1,2,1,2,5,4,2,5,5,5,4,5,6,1,5,1
"777",15,2,6,5,24,0,1,7,0,4,1,2,7,4,4,1,2,5,1,3,1,2,3,2,1,4,1,1,1,3,3,3,6,5,2,1
"778",13,2,1,3,53,1,2,7,0,3,1,6,7,4,7,1,1,6,1,1,1,1,1,4,1,1,1,5,2,2,1,4,4,5,7,1
"779",16,3,1,1,36,2,2,1,6,2,4,3,5,6,5,1,1,6,1,3,2,2,1,2,2,4,2,2,3,2,1,5,6,1,3,1
"780",17,2,1,5,32,0,1,1,1,4,1,4,5,5,3,1,1,2,2,4,1,1,1,2,3,4,1,4,2,2,5,5,4,3,8,1
"781",12,1,4,5,24,3,2,7,0,4,1,2,7,3,6,2,3,2,2,4,2,2,3,4,2,5,3,4,3,4,4,4,6,1,2,1
"782",0,1,1,2,30,0,1,7,0,4,1,2,7,5,7,2,3,6,2,4,2,2,1,2,3,4,1,4,2,1,3,2,4,7,7,1
"783",12,2,3,5,31,0,1,7,1,4,1,5,6,5,6,2,3,1,2,2,1,1,1,2,3,4,1,5,2,1,3,2,6,1,5,1
"784",15,2,1,5,43,0,1,7,0,4,1,2,3,3,5,1,1,6,1,3,1,1,1,1,1,5,2,1,2,3,3,2,6,4,4,1
"785",16,3,1,5,25,0,1,2,5,2,2,3,2,3,4,1,1,2,2,3,1,1,1,1,1,4,1,2,2,2,4,4,6,0,4,1
"786",16,3,2,1,63,1,2,1,8,4,6,3,3,3,7,2,2,2,2,3,1,1,1,1,3,3,2,3,3,3,5,5,5,4,3,1
"787",16,3,1,1,74,2,1,1,7,1,5,4,3,5,5,2,1,2,2,2,2,2,2,3,2,3,1,4,3,2,4,5,4,5,8,1
"788",18,3,1,3,49,3,1,7,2,4,3,3,4,3,3,1,1,3,1,1,1,1,1,2,1,3,1,4,1,1,3,2,6,7,6,1
"789",20,3,2,1,58,2,2,2,3,2,3,1,5,3,2,1,2,2,2,3,2,2,1,3,3,3,2,5,3,1,5,5,4,5,8,1
"790",14,2,1,1,35,3,2,1,7,2,4,4,4,6,7,1,1,3,2,4,2,2,2,3,3,3,2,5,5,3,5,5,5,0,5,1
"791",12,3,2,1,70,3,2,2,2,2,2,5,2,5,7,2,3,4,1,3,2,2,1,3,3,3,2,2,4,2,5,3,5,1,5,1
"792",12,1,5,1,69,2,1,2,0,3,1,3,6,6,7,1,5,1,1,4,3,3,3,4,5,3,2,5,3,2,3,3,1,0,0,1
"793",11,2,1,3,36,4,2,1,2,1,3,1,7,4,3,1,3,6,1,1,2,1,1,2,1,2,2,5,1,1,5,4,6,2,1,6
"794",20,3,3,5,57,0,2,2,7,2,6,5,5,4,7,1,1,6,3,3,1,1,1,2,1,3,3,3,3,2,4,4,5,5,7,1
"795",16,3,1,1,60,2,1,2,0,3,1,5,7,6,7,1,2,5,2,2,1,1,3,1,4,3,2,5,2,2,5,3,4,2,5,1
"796",14,3,5,2,75,2,2,4,5,2,3,2,2,5,7,2,5,5,1,5,2,2,2,3,4,5,2,2,5,3,4,4,6,2,8,1
"797",16,3,5,1,70,1,1,1,6,2,3,5,6,5,6,2,5,5,2,4,2,2,2,3,2,3,2,5,3,3,3,3,3,1,5,1
"798",16,3,1,1,32,0,1,1,7,2,8,4,3,2,4,2,2,5,1,3,1,1,1,2,1,4,1,4,1,2,5,3,6,3,4,1
"799",18,3,5,3,71,0,1,6,3,1,3,7,7,7,7,3,5,2,5,2,1,1,1,3,3,5,1,5,3,2,4,5,6,2,2,1
"800",14,1,1,4,32,3,2,7,0,4,1,5,6,2,7,1,1,5,1,1,2,1,1,1,1,1,1,5,1,1,4,2,5,2,0,4
"801",16,2,1,3,28,0,1,2,6,2,4,4,6,5,7,2,2,3,2,4,1,1,2,2,2,3,1,3,2,2,4,2,3,1,1,1
"802",10,2,1,1,56,0,1,3,5,1,4,2,2,5,7,2,4,2,4,5,2,3,5,5,4,5,3,5,4,5,5,5,6,0,0,2
"803",7,3,5,4,67,2,1,4,7,2,3,4,2,5,6,1,5,4,1,5,3,2,4,4,3,5,1,1,1,1,4,4,6,7,2,2
"804",14,2,1,5,44,4,2,4,0,3,1,7,2,7,7,1,1,5,1,4,2,2,2,3,2,5,1,5,5,2,5,4,6,0,1,2
"805",16,3,1,1,25,1,1,1,4,2,4,4,7,6,4,1,1,1,2,2,1,1,1,1,4,4,2,3,3,3,4,4,6,4,8,1
"806",11,2,2,5,22,1,1,1,3,2,4,5,6,4,7,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,3,3,6,5,5,6
"807",14,2,7,5,25,1,2,1,2,3,3,2,4,3,7,1,6,2,1,3,1,1,1,1,1,1,3,2,1,2,4,2,6,3,3,1
"808",15,2,1,1,29,3,2,4,2,3,3,4,2,4,7,2,2,5,2,2,1,1,1,2,1,1,2,4,2,3,4,4,6,1,2,1
"809",12,2,2,5,19,0,1,7,1,3,1,5,2,2,7,2,2,6,2,2,1,3,2,2,1,2,2,1,3,2,4,4,6,0,4,2
"810",16,3,5,1,63,3,1,4,5,2,5,1,3,4,3,2,2,2,2,3,2,2,2,4,3,3,2,5,3,3,4,4,3,5,5,1
"811",16,2,1,5,39,0,1,7,0,4,1,7,6,5,5,1,1,4,1,1,1,1,1,2,1,1,1,4,1,1,2,2,3,2,3,1
"812",12,2,1,1,27,0,1,6,8,2,7,1,6,7,7,1,1,1,1,1,3,3,3,3,2,4,1,4,3,1,5,5,5,9,8,5
"813",13,3,1,1,46,2,1,2,8,1,5,1,7,2,5,1,3,1,2,4,1,1,3,2,1,3,1,3,1,1,4,5,6,0,5,1
"814",14,3,1,1,48,2,1,1,3,2,3,4,5,3,4,1,2,2,1,3,1,2,2,2,2,2,2,4,3,3,4,4,6,3,6,1
"815",12,2,2,5,22,0,1,3,4,2,5,2,4,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,1,2
"816",12,3,5,4,61,0,1,3,6,2,7,4,4,4,7,2,2,5,1,3,1,1,1,2,3,3,1,3,2,3,2,4,6,5,3,2
"817",12,3,4,5,20,0,2,3,5,3,1,6,2,3,7,1,2,5,1,1,3,1,3,3,1,2,2,4,2,1,5,5,6,0,1,2
"818",13,1,6,3,55,4,2,6,8,1,4,5,6,6,7,2,1,6,1,4,1,1,1,1,1,1,1,1,1,1,5,5,6,1,0,2
"819",12,2,1,5,38,5,2,3,2,2,3,6,4,7,4,1,2,6,1,3,2,2,1,2,2,3,2,4,1,3,5,2,5,4,4,2
"820",14,3,7,5,39,0,2,7,0,4,1,5,5,5,7,2,1,2,1,1,1,1,1,1,2,3,1,5,1,1,5,5,6,0,0,2
"821",12,1,2,5,55,2,2,4,7,2,8,4,6,3,7,3,1,6,3,3,3,3,3,4,2,4,3,5,4,4,5,5,5,5,2,2
"822",12,1,1,5,23,0,1,1,4,3,5,2,2,3,6,2,5,3,2,2,1,1,1,2,1,3,1,1,1,1,4,4,3,0,5,2
"823",12,2,7,5,36,2,2,4,0,3,1,5,3,3,6,1,5,3,1,2,1,1,1,2,2,2,2,2,2,2,4,2,4,3,7,1
"824",16,3,7,1,42,8,2,6,4,3,3,5,6,5,6,1,1,6,1,1,2,2,2,2,2,4,2,4,4,1,4,4,6,1,5,1
"825",12,3,5,1,67,2,2,6,3,2,4,5,7,5,7,1,1,6,1,1,2,2,3,2,1,1,1,3,3,2,3,3,6,0,2,1
"826",13,3,5,1,84,4,2,6,7,1,1,3,3,5,7,1,6,6,1,5,2,2,1,2,2,3,2,4,2,2,5,4,6,1,8,1
"827",11,3,5,1,77,3,2,6,8,1,8,6,3,3,7,5,6,6,1,4,2,3,2,5,3,3,4,3,1,4,5,5,6,0,8,1
"828",12,2,7,1,31,3,2,6,7,1,4,1,5,6,7,1,5,1,1,4,2,2,1,2,3,4,1,5,2,1,3,5,6,0,6,1
"829",16,1,5,2,76,2,2,2,7,1,8,7,4,7,7,2,6,6,2,5,3,2,1,4,1,3,3,5,3,5,3,5,1,3,1,1
"830",14,2,1,1,65,1,1,7,0,4,1,2,7,4,7,2,4,6,1,3,3,3,3,4,4,4,3,4,2,2,2,4,6,4,6,1
"831",14,3,1,1,34,0,1,7,0,4,1,3,7,3,3,1,1,6,1,1,1,1,1,1,1,1,1,5,1,1,4,4,4,0,3,1
"832",11,2,1,5,38,4,1,4,2,4,1,5,7,4,4,2,2,3,1,3,2,2,1,1,2,3,3,2,1,2,4,4,6,0,3,1
"833",16,3,5,3,60,2,2,7,0,4,1,4,1,2,3,1,1,4,1,1,1,1,1,2,1,1,1,4,1,1,5,1,2,5,3,1
"834",12,3,2,1,35,2,2,4,5,2,8,3,6,6,7,1,1,3,2,1,2,1,2,2,1,4,1,5,3,3,4,4,4,5,10,1
"835",14,2,1,3,67,3,2,7,0,4,1,4,7,6,6,1,1,3,1,1,1,1,1,1,1,1,1,5,3,1,2,2,4,0,0,1
"836",10,3,1,5,34,4,2,4,7,2,1,1,7,5,7,1,1,3,1,2,1,1,3,2,1,4,2,5,1,1,1,2,5,2,2,6
"837",16,3,1,1,52,2,2,7,1,3,3,2,5,3,3,1,1,6,2,4,1,1,1,1,1,3,1,4,3,2,3,4,6,4,6,1
"838",16,2,2,5,44,1,2,7,0,4,1,5,7,3,3,1,4,2,1,3,1,1,1,2,2,4,1,5,1,2,5,4,5,4,6,1
"839",13,2,1,5,60,3,2,1,7,4,3,2,7,7,7,1,1,6,1,1,3,3,1,2,2,2,1,5,1,1,4,2,6,0,0,1
"840",12,3,5,1,70,3,2,2,0,3,3,2,7,3,7,2,5,5,2,2,4,4,3,5,1,2,1,1,3,4,4,4,6,2,6,1
"841",14,2,4,5,49,0,2,7,0,4,1,5,4,7,5,2,3,4,2,4,3,2,2,2,2,4,2,5,2,2,5,2,4,2,7,1
"842",12,2,4,1,27,0,2,7,0,4,1,6,7,2,4,1,2,3,1,2,1,1,1,2,1,3,1,2,1,2,3,4,6,0,2,1
"843",18,4,2,1,63,2,1,2,0,3,1,5,4,3,1,2,5,6,2,2,1,1,1,3,2,2,2,5,4,2,4,2,6,2,7,1
"844",16,2,1,3,44,3,2,7,0,4,1,3,7,5,6,1,1,2,2,3,1,1,1,1,1,5,1,5,1,1,2,4,6,2,5,1
"845",16,3,1,3,41,1,1,7,0,4,1,5,6,4,3,1,1,3,1,2,1,1,1,2,1,4,1,5,2,1,4,4,6,3,7,1
"846",16,3,1,1,51,0,1,7,0,4,1,1,7,7,5,1,1,3,1,4,2,1,1,1,1,5,2,2,5,3,4,4,6,2,7,1
"847",20,4,1,5,37,0,1,4,2,3,1,4,6,3,4,2,2,5,2,2,1,1,2,2,2,3,1,4,2,2,4,5,6,3,7,1
"848",14,3,5,1,65,2,2,1,6,2,5,1,2,3,5,2,1,2,1,3,2,2,2,3,1,3,1,3,4,3,4,5,5,2,3,1
"849",12,2,5,3,70,1,1,1,7,1,2,7,7,7,7,3,5,1,2,5,2,2,1,4,3,4,2,5,3,2,4,4,5,5,5,1
"850",17,2,5,1,67,2,1,7,1,4,2,2,7,3,6,2,5,2,2,4,4,3,2,4,3,2,2,4,3,2,4,4,5,6,6,1
"851",16,3,7,1,37,3,2,2,6,1,7,2,4,3,7,1,1,4,1,4,1,1,1,1,1,5,1,4,3,1,4,5,6,2,5,1
"852",17,2,7,1,43,2,2,7,2,4,2,5,5,4,4,2,3,5,1,2,1,1,1,1,1,1,1,4,4,3,3,4,6,5,7,1
"853",12,2,1,1,28,0,2,7,0,4,1,5,7,4,7,3,1,5,1,4,1,1,1,1,1,3,1,3,1,1,3,3,5,7,5,1
"854",13,3,2,1,59,1,1,1,6,2,1,5,7,2,2,2,1,6,1,3,2,2,1,2,1,3,1,2,2,3,4,5,5,0,0,1
"855",14,1,7,5,38,3,2,4,0,3,1,7,2,3,7,1,1,6,1,2,1,1,1,3,1,3,1,3,2,1,2,4,5,4,4,1
"856",5,3,1,1,43,0,1,7,0,4,4,4,7,3,5,1,1,4,2,2,1,1,1,1,1,3,1,3,2,2,3,2,6,3,3,1
"857",12,3,1,5,38,1,2,1,2,3,3,3,4,5,5,1,1,2,1,2,1,1,1,1,1,3,2,5,1,1,5,4,6,2,2,1
"858",18,3,2,1,37,3,2,2,1,3,3,2,2,4,5,1,1,2,1,3,1,1,1,1,1,3,2,5,2,2,4,4,6,0,6,1
"859",18,2,4,3,52,3,2,1,0,2,1,6,7,5,5,1,1,3,1,3,1,1,1,1,2,2,1,2,4,1,5,5,6,1,7,1
"860",14,3,6,5,19,0,2,7,0,3,1,1,7,3,7,2,1,2,2,3,1,1,1,2,1,4,2,4,1,2,4,2,6,10,3,1
"861",16,3,5,5,75,0,1,7,0,4,1,7,2,3,2,2,5,6,2,2,2,1,3,3,2,4,1,5,5,4,4,4,6,2,7,1
"862",18,2,1,1,40,3,2,1,6,2,4,2,6,5,6,1,1,3,2,4,1,1,2,2,1,3,1,4,4,2,2,4,6,3,3,1
"863",13,3,8,2,66,0,2,2,0,4,1,7,7,6,6,1,5,6,1,1,1,1,1,1,1,3,3,1,1,1,4,4,6,0,0,1
"864",16,1,5,3,39,1,2,7,0,4,1,4,4,6,4,1,5,3,2,3,1,1,1,2,2,2,2,2,2,2,2,3,3,0,0,3
"865",12,3,5,1,71,1,2,7,0,3,1,5,5,5,7,1,5,6,1,4,1,1,1,2,2,2,1,5,3,1,3,2,6,0,0,1
"866",16,3,5,1,58,0,1,7,0,4,1,5,6,5,4,1,1,6,1,3,1,1,1,1,1,4,1,5,3,1,4,4,1,2,2,1
"867",16,2,1,5,57,0,1,4,6,2,4,3,3,2,1,2,1,6,2,3,2,2,3,2,2,2,2,5,4,3,3,5,6,3,2,1
"868",12,1,8,5,25,0,1,7,0,3,1,1,1,1,5,1,5,2,1,3,1,1,1,2,3,3,1,1,3,2,2,4,6,5,5,1
"869",18,3,5,3,73,0,1,1,0,2,1,6,2,2,7,1,1,2,1,5,2,2,1,4,3,5,1,1,5,5,4,5,6,0,2,1
"870",13,2,1,1,49,2,1,1,6,2,4,5,6,6,7,2,2,3,2,3,1,1,3,2,3,3,1,2,2,2,3,3,5,0,3,1
"871",10,2,1,1,26,1,1,6,0,2,1,2,7,5,7,1,3,6,1,2,1,2,1,2,3,5,2,1,1,2,4,5,6,7,0,1
"872",11,1,7,2,61,3,2,1,7,2,1,1,1,3,7,1,5,6,1,5,2,2,4,3,1,1,1,1,1,1,5,3,2,0,2,1
"873",12,1,7,1,31,4,2,1,7,2,4,1,2,2,7,1,3,6,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,5,6,3
"874",12,1,1,5,42,2,1,7,0,3,1,1,3,4,6,3,4,3,2,3,3,3,3,4,2,4,3,2,2,3,4,2,6,0,5,1
"875",11,2,1,5,55,0,1,1,8,1,9,4,4,2,7,1,3,6,1,4,1,1,2,2,3,3,2,4,1,3,2,2,6,0,7,1
"876",16,2,2,1,64,3,2,7,2,4,2,3,2,3,6,2,3,3,3,4,1,1,3,2,2,3,2,2,4,4,4,5,4,5,4,1
"877",6,2,1,1,43,2,2,1,8,2,4,1,7,5,7,2,3,4,2,3,1,2,2,2,2,3,2,1,2,2,2,2,4,6,7,1
"878",6,1,8,3,59,3,2,6,0,4,1,2,7,3,7,2,5,2,2,2,1,1,1,1,2,2,2,3,2,2,3,3,2,6,5,3
"879",14,1,5,2,77,0,2,6,0,4,1,7,7,7,7,1,6,3,1,5,1,1,2,1,1,2,1,3,3,2,4,4,5,2,4,1
"880",13,1,8,4,61,3,2,1,8,1,8,1,7,2,7,1,6,1,1,5,3,1,1,5,1,2,1,5,1,2,5,1,3,0,0,1
"881",14,3,1,3,56,3,2,1,8,1,8,4,7,2,7,1,1,2,1,3,2,2,1,3,2,3,3,5,3,2,3,3,2,3,5,1
"882",12,2,7,3,55,1,2,2,4,2,4,3,7,4,3,1,5,3,1,1,1,1,1,4,1,1,1,5,2,1,5,5,6,0,3,1
"883",18,2,1,1,37,2,1,1,7,2,4,3,6,6,5,1,1,2,1,1,1,1,1,1,1,3,1,4,2,2,5,5,4,1,5,1
"884",16,4,1,1,51,2,1,1,5,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,3,5,9,1
"885",14,2,1,1,35,0,1,1,7,2,6,2,4,5,7,2,4,3,1,3,3,2,3,4,3,4,2,5,5,2,4,4,2,5,6,1
"886",16,3,1,5,35,2,2,1,7,2,4,2,5,3,4,1,1,3,1,2,1,1,1,1,1,3,1,5,2,2,5,5,6,2,5,1
"887",16,3,5,1,75,4,1,5,7,2,4,2,4,2,4,5,5,2,1,5,3,3,2,2,1,5,2,5,5,3,4,5,6,0,5,1
"888",17,2,1,3,43,2,2,7,8,3,1,1,6,5,6,1,1,5,1,1,1,1,1,2,2,2,1,4,1,2,3,1,5,2,0,1
"889",12,2,1,1,39,2,1,4,0,3,1,1,7,7,5,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,3,4,4,0,0,3
"890",13,4,1,1,35,3,1,7,1,4,2,5,5,5,4,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,4,3,5,5,1
"891",19,3,1,1,35,0,1,1,5,2,2,2,3,3,5,1,1,6,1,3,1,1,1,3,1,1,1,5,2,1,4,5,6,1,7,1
"892",12,1,8,3,61,2,1,7,1,3,1,6,1,7,7,2,5,6,1,5,4,3,1,4,5,3,1,5,3,3,5,4,6,0,4,1
"893",14,2,5,3,69,2,2,2,4,1,5,3,4,3,7,2,1,4,2,6,2,2,2,2,1,3,1,5,3,1,5,3,6,2,8,1
"894",19,2,1,5,57,0,2,4,8,1,8,3,5,5,7,1,1,6,1,3,1,1,1,1,1,1,1,4,4,1,3,4,6,1,6,1
"895",14,2,1,1,70,0,1,2,3,2,2,5,4,5,7,2,2,6,2,2,3,3,2,3,3,3,2,4,3,5,4,4,6,5,5,1
"896",15,3,1,1,46,3,2,1,3,2,3,7,7,7,6,1,1,6,1,1,1,1,1,1,1,4,1,5,4,1,5,5,6,0,0,6
"897",9,3,8,1,52,4,1,1,7,3,4,3,5,5,7,1,1,3,1,2,1,1,1,2,2,2,1,3,3,2,2,4,1,3,4,1
"898",15,2,7,1,24,1,2,1,5,2,4,3,1,4,6,2,3,5,2,4,3,3,3,3,3,3,2,5,2,1,4,3,5,1,0,1
